Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
1	Rtr12	combined	Drop	9	10	6	6.26953
1	Rtr13	combined	Drop	0	0	0	0
1	Rtr14	combined	Drop	30	31	19	19.8535
1	Rtr15	combined	Drop	0	0	0	0
1	Rtr16	combined	Drop	0	0	0	0
1	Rtr17	combined	Drop	0	0	0	0
1	Rtr18	combined	Drop	12	13	8	8.35742
1	Rtr19	combined	Drop	0	0	0	0
1	Src1	combined	Drop	0	0	0	0
1	Src2	combined	Drop	0	0	0	0
1	Src3	combined	Drop	0	0	0	0
1	Src4	combined	Drop	0	0	0	0
1	Src5	combined	Drop	0	0	0	0
1	Dst1	combined	Drop	15256	15940	8190	8557.52
1	Dst2	combined	Drop	3602	3764	2250	2350.98
1	Dst3	combined	Drop	25665	26817	13787	14405.6
1.5	Rtr1	combined	Drop	0	0	0	0
1.5	Rtr2	combined	Drop	0	0	0	0
1.5	Rtr3	combined	Drop	0	0	0	0
1.5	Rtr4	combined	Drop	0	0	0	0
1.5	Rtr5	combined	Drop	38	40	17	17.7637
1.5	Rtr6	combined	Drop	1	1	1	1.04492
1.5	Rtr7	combined	Drop	43	45	27	28.2129
1.5	Rtr8	combined	Drop	5719	5976	2767	2891.18
1.5	Rtr9	combined	Drop	4605	4811	2678	2798.2
1.5	Rtr10	combined	Drop	4	4	0	0
1.5	Rtr11	combined	Drop	0	0	0	0
1.5	Rtr12	combined	Drop	104	109	64	66.875
1.5	Rtr13	combined	Drop	0	0	0	0
1.5	Rtr14	combined	Drop	114	119	68	71.0537
1.5	Rtr15	combined	Drop	0	0	0	0
1.5	Rtr16	combined	Drop	0	0	0	0
1.5	Rtr17	combined	Drop	0	0	0	0
1.5	Rtr18	combined	Drop	116	121	71	74.1865
1.5	Rtr19	combined	Drop	0	0	0	0
1.5	Src1	combined	Drop	0	0	0	0
1.5	Src2	combined	Drop	0	0	0	0
1.5	Src3	combined	Drop	0	0	0	0
1.5	Src4	combined	Drop	0	0	0	0
1.5	Src5	combined	Drop	0	0	0	0
1.5	Dst1	combined	Drop	23342	24389	12682	13251.2
1.5	Dst2	combined	Drop	7483	7819	4227	4416.81
1.5	Dst3	combined	Drop	25067	26192	12459	13018.4
2	Rtr1	combined	Drop	0	0	0	0
2	Rtr2	combined	Drop	0	0	0	0
2	Rtr3	combined	Drop	0	0	0	0
2	Rtr4	combined	Drop	0	0	0	0
2	Rtr5	combined	Drop	23	24	10	10.4482
2	Rtr6	combined	Drop	35	36	22	22.9873
2	Rtr7	combined	Drop	50	52	26	27.168
2	Rtr8	combined	Drop	3887	4062	1715	1791.97
2	Rtr9	combined	Drop	5082	5310	2601	2717.8
2	Rtr10	combined	Drop	0	0	0	0
2	Rtr11	combined	Drop	0	0	0	0
2	Rtr12	combined	Drop	260	272	150	156.738
2	Rtr13	combined	Drop	0	0	0	0
2	Rtr14	combined	Drop	270	282	155	161.96
2	Rtr15	combined	Drop	3	3	2	2.08984
2	Rtr16	combined	Drop	0	0	0	0
2	Rtr17	combined	Drop	0	0	0	0
2	Rtr18	combined	Drop	157	164	84	87.7715
2	Rtr19	combined	Drop	0	0	0	0
2	Src1	combined	Drop	0	0	0	0
2	Src2	combined	Drop	0	0	0	0
2	Src3	combined	Drop	0	0	0	0
2	Src4	combined	Drop	0	0	0	0
2	Src5	combined	Drop	0	0	0	0
2	Dst1	combined	Drop	28759	30050	15057	15733.1
2	Dst2	combined	Drop	8117	8481	4138	4323.84
2	Dst3	combined	Drop	23463	24516	11531	12048.8
2.5	Rtr1	combined	Drop	0	0	0	0
2.5	Rtr2	combined	Drop	0	0	0	0
2.5	Rtr3	combined	Drop	0	0	0	0
2.5	Rtr4	combined	Drop	24	25	15	15.6689
2.5	Rtr5	combined	Drop	7	8	2	2.08984
2.5	Rtr6	combined	Drop	29	30	14	14.6289
2.5	Rtr7	combined	Drop	133	139	77	80.458
2.5	Rtr8	combined	Drop	3702	3868	1828	1910.06
2.5	Rtr9	combined	Drop	5770	6029	2971	3104.42
2.5	Rtr10	combined	Drop	0	0	0	0
2.5	Rtr11	combined	Drop	0	0	0	0
2.5	Rtr12	combined	Drop	269	281	136	142.109
2.5	Rtr13	combined	Drop	0	0	0	0
2.5	Rtr14	combined	Drop	276	288	139	145.244
2.5	Rtr15	combined	Drop	13	13	8	8.35938
2.5	Rtr16	combined	Drop	12	13	8	8.35938
2.5	Rtr17	combined	Drop	0	0	0	0
2.5	Rtr18	combined	Drop	101	106	44	45.9766
2.5	Rtr19	combined	Drop	0	0	0	0
2.5	Src1	combined	Drop	0	0	0	0
2.5	Src2	combined	Drop	56	58	35	36.5703
2.5	Src3	combined	Drop	0	0	0	0
2.5	Src4	combined	Drop	0	0	0	0
2.5	Src5	combined	Drop	0	0	0	0
2.5	Dst1	combined	Drop	31206	32607	15909	16623.3
2.5	Dst2	combined	Drop	10852	11339	5768	6027.07
2.5	Dst3	combined	Drop	22054	23044	10851	11338.3
3	Rtr1	combined	Drop	0	0	0	0
3	Rtr2	combined	Drop	0	0	0	0
3	Rtr3	combined	Drop	0	0	0	0
3	Rtr4	combined	Drop	28	30	15	15.6738
3	Rtr5	combined	Drop	4	4	2	2.08984
3	Rtr6	combined	Drop	20	21	9	9.4043
3	Rtr7	combined	Drop	106	111	50	52.2451
3	Rtr8	combined	Drop	4927	5148	2617	2734.52
3	Rtr9	combined	Drop	5899	6164	2966	3099.21
3	Rtr10	combined	Drop	0	0	0	0
3	Rtr11	combined	Drop	0	0	0	0
3	Rtr12	combined	Drop	231	241	111	115.986
3	Rtr13	combined	Drop	0	0	0	0
3	Rtr14	combined	Drop	335	350	175	182.861
3	Rtr15	combined	Drop	2	2	0	0
3	Rtr16	combined	Drop	2	2	0	0
3	Rtr17	combined	Drop	0	0	0	0
3	Rtr18	combined	Drop	23	24	2	2.08984
3	Rtr19	combined	Drop	0	0	0	0
3	Src1	combined	Drop	0	0	0	0
3	Src2	combined	Drop	41	43	19	19.8525
3	Src3	combined	Drop	0	0	0	0
3	Src4	combined	Drop	0	0	0	0
3	Src5	combined	Drop	0	0	0	0
3	Dst1	combined	Drop	27582	28820	13338	13936.9
3	Dst2	combined	Drop	10215	10673	5028	5253.83
3	Dst3	combined	Drop	24636	25742	12641	13208.8
3.5	Rtr1	combined	Drop	0	0	0	0
3.5	Rtr2	combined	Drop	0	0	0	0
3.5	Rtr3	combined	Drop	0	0	0	0
3.5	Rtr4	combined	Drop	31	32	16	16.7178
3.5	Rtr5	combined	Drop	13	14	8	8.35938
3.5	Rtr6	combined	Drop	15	15	7	7.3125
3.5	Rtr7	combined	Drop	86	90	41	42.8408
3.5	Rtr8	combined	Drop	4705	4916	2325	2429.41
3.5	Rtr9	combined	Drop	5019	5245	2400	2507.78
3.5	Rtr10	combined	Drop	0	0	0	0
3.5	Rtr11	combined	Drop	0	0	0	0
3.5	Rtr12	combined	Drop	348	364	189	197.488
3.5	Rtr13	combined	Drop	0	0	0	0
3.5	Rtr14	combined	Drop	278	290	132	137.926
3.5	Rtr15	combined	Drop	0	0	0	0
3.5	Rtr16	combined	Drop	0	0	0	0
3.5	Rtr17	combined	Drop	0	0	0	0
3.5	Rtr18	combined	Drop	52	54	30	31.3477
3.5	Rtr19	combined	Drop	0	0	0	0
3.5	Src1	combined	Drop	0	0	0	0
3.5	Src2	combined	Drop	35	37	17	17.7637
3.5	Src3	combined	Drop	0	0	0	0
3.5	Src4	combined	Drop	0	0	0	0
3.5	Src5	combined	Drop	0	0	0	0
3.5	Dst1	combined	Drop	28503	29783	14367	15012.2
3.5	Dst2	combined	Drop	9534	9962	4682	4892.3
3.5	Dst3	combined	Drop	22143	23137	10760	11243.3
4	Rtr1	combined	Drop	0	0	0	0
4	Rtr2	combined	Drop	94	98	59	61.6504
4	Rtr3	combined	Drop	0	0	0	0
4	Rtr4	combined	Drop	38	39	20	20.8975
4	Rtr5	combined	Drop	2	2	0	0
4	Rtr6	combined	Drop	28	29	16	16.7188
4	Rtr7	combined	Drop	78	81	38	39.707
4	Rtr8	combined	Drop	4757	4970	2385	2492.13
4	Rtr9	combined	Drop	5507	5755	2815	2941.44
4	Rtr10	combined	Drop	0	0	0	0
4	Rtr11	combined	Drop	0	0	0	0
4	Rtr12	combined	Drop	176	184	67	70.0098
4	Rtr13	combined	Drop	0	0	0	0
4	Rtr14	combined	Drop	164	171	68	71.0547
4	Rtr15	combined	Drop	0	0	0	0
4	Rtr16	combined	Drop	0	0	0	0
4	Rtr17	combined	Drop	0	0	0	0
4	Rtr18	combined	Drop	44	45	21	21.9414
4	Rtr19	combined	Drop	0	0	0	0
4	Src1	combined	Drop	0	0	0	0
4	Src2	combined	Drop	21	22	9	9.4043
4	Src3	combined	Drop	0	0	0	0
4	Src4	combined	Drop	0	0	0	0
4	Src5	combined	Drop	0	0	0	0
4	Dst1	combined	Drop	30361	31724	15413	16105.2
4	Dst2	combined	Drop	10316	10779	5256	5492.09
4	Dst3	combined	Drop	22838	23863	11506	12022.8
4.5	Rtr1	combined	Drop	0	0	0	0
4.5	Rtr2	combined	Drop	98	103	50	52.2461
4.5	Rtr3	combined	Drop	0	0	0	0
4.5	Rtr4	combined	Drop	15	16	5	5.22461
4.5	Rtr5	combined	Drop	0	0	0	0
4.5	Rtr6	combined	Drop	24	25	12	12.5391
4.5	Rtr7	combined	Drop	47	49	20	20.8984
4.5	Rtr8	combined	Drop	4529	4732	2236	2336.42
4.5	Rtr9	combined	Drop	4864	5083	2352	2457.62
4.5	Rtr10	combined	Drop	0	0	0	0
4.5	Rtr11	combined	Drop	0	0	0	0
4.5	Rtr12	combined	Drop	406	424	232	242.421
4.5	Rtr13	combined	Drop	0	0	0	0
4.5	Rtr14	combined	Drop	80	84	30	31.3477
4.5	Rtr15	combined	Drop	30	31	19	19.8535
4.5	Rtr16	combined	Drop	6	6	4	4.17969
4.5	Rtr17	combined	Drop	0	0	0	0
4.5	Rtr18	combined	Drop	101	105	58	60.6055
4.5	Rtr19	combined	Drop	0	0	0	0
4.5	Src1	combined	Drop	0	0	0	0
4.5	Src2	combined	Drop	4	4	0	0
4.5	Src3	combined	Drop	0	0	0	0
4.5	Src4	combined	Drop	0	0	0	0
4.5	Src5	combined	Drop	0	0	0	0
4.5	Dst1	combined	Drop	30485	31853	15258	15943.1
4.5	Dst2	combined	Drop	9148	9558	4428	4626.88
4.5	Dst3	combined	Drop	20991	21934	10265	10726
5	Rtr1	combined	Drop	0	0	0	0
5	Rtr2	combined	Drop	94	99	47	49.1104
5	Rtr3	combined	Drop	0	0	0	0
5	Rtr4	combined	Drop	35	36	20	20.8975
5	Rtr5	combined	Drop	0	0	0	0
5	Rtr6	combined	Drop	16	16	7	7.31445
5	Rtr7	combined	Drop	23	24	9	9.4043
5	Rtr8	combined	Drop	5081	5309	2610	2727.22
5	Rtr9	combined	Drop	4620	4828	2280	2382.41
5	Rtr10	combined	Drop	0	0	0	0
5	Rtr11	combined	Drop	0	0	0	0
5	Rtr12	combined	Drop	359	375	174	181.814
5	Rtr13	combined	Drop	0	0	0	0
5	Rtr14	combined	Drop	288	301	170	177.637
5	Rtr15	combined	Drop	50	53	28	29.2578
5	Rtr16	combined	Drop	1	1	0	0
5	Rtr17	combined	Drop	0	0	0	0
5	Rtr18	combined	Drop	44	46	15	15.6738
5	Rtr19	combined	Drop	0	0	0	0
5	Src1	combined	Drop	0	0	0	0
5	Src2	combined	Drop	34	35	21	21.9434
5	Src3	combined	Drop	0	0	0	0
5	Src4	combined	Drop	0	0	0	0
5	Src5	combined	Drop	0	0	0	0
5	Dst1	combined	Drop	30756	32137	15412	16104.2
5	Dst2	combined	Drop	10858	11345	5643	5896.47
5	Dst3	combined	Drop	20803	21737	10378	10844.1
5.5	Rtr1	combined	Drop	0	0	0	0
5.5	Rtr2	combined	Drop	68	71	31	32.3926
5.5	Rtr3	combined	Drop	0	0	0	0
5.5	Rtr4	combined	Drop	18	18	7	7.31348
5.5	Rtr5	combined	Drop	0	0	0	0
5.5	Rtr6	combined	Drop	12	13	6	6.26953
5.5	Rtr7	combined	Drop	4	4	0	0
5.5	Rtr8	combined	Drop	4041	4223	1891	1975.94
5.5	Rtr9	combined	Drop	4871	5090	2467	2577.78
5.5	Rtr10	combined	Drop	0	0	0	0
5.5	Rtr11	combined	Drop	0	0	0	0
5.5	Rtr12	combined	Drop	279	292	130	135.84
5.5	Rtr13	combined	Drop	0	0	0	0
5.5	Rtr14	combined	Drop	71	75	9	9.4043
5.5	Rtr15	combined	Drop	9	10	0	0
5.5	Rtr16	combined	Drop	0	0	0	0
5.5	Rtr17	combined	Drop	0	0	0	0
5.5	Rtr18	combined	Drop	52	54	27	28.2129
5.5	Rtr19	combined	Drop	0	0	0	0
5.5	Src1	combined	Drop	0	0	0	0
5.5	Src2	combined	Drop	30	32	15	15.6738
5.5	Src3	combined	Drop	0	0	0	0
5.5	Src4	combined	Drop	0	0	0	0
5.5	Src5	combined	Drop	0	0	0	0
5.5	Dst1	combined	Drop	35940	37554	18618	19454.2
5.5	Dst2	combined	Drop	10949	11440	5486	5732.41
5.5	Dst3	combined	Drop	20147	21052	9992	10440.8
6	Rtr1	combined	Drop	0	0	0	0
6	Rtr2	combined	Drop	58	61	28	29.2578
6	Rtr3	combined	Drop	0	0	0	0
6	Rtr4	combined	Drop	8	8	3	3.13379
6	Rtr5	combined	Drop	0	0	0	0
6	Rtr6	combined	Drop	79	82	48	50.1553
6	Rtr7	combined	Drop	0	0	0	0
6	Rtr8	combined	Drop	5337	5577	2831	2958.15
6	Rtr9	combined	Drop	4478	4679	2190	2288.37
6	Rtr10	combined	Drop	0	0	0	0
6	Rtr11	combined	Drop	0	0	0	0
6	Rtr12	combined	Drop	262	274	129	134.794
6	Rtr13	combined	Drop	0	0	0	0
6	Rtr14	combined	Drop	191	200	111	115.986
6	Rtr15	combined	Drop	1	1	0	0
6	Rtr16	combined	Drop	0	0	0	0
6	Rtr17	combined	Drop	0	0	0	0
6	Rtr18	combined	Drop	16	17	4	4.17969
6	Rtr19	combined	Drop	0	0	0	0
6	Src1	combined	Drop	0	0	0	0
6	Src2	combined	Drop	9	9	2	2.08984
6	Src3	combined	Drop	0	0	0	0
6	Src4	combined	Drop	0	0	0	0
6	Src5	combined	Drop	25	26	16	16.7188
6	Dst1	combined	Drop	29434	30756	13904	14528.5
6	Dst2	combined	Drop	10855	11342	5416	5659.28
6	Dst3	combined	Drop	18816	19661	9242	9657.11
6.5	Rtr1	combined	Drop	0	0	0	0
6.5	Rtr2	combined	Drop	22	23	7	7.31348
6.5	Rtr3	combined	Drop	0	0	0	0
6.5	Rtr4	combined	Drop	1	1	0	0
6.5	Rtr5	combined	Drop	0	0	0	0
6.5	Rtr6	combined	Drop	54	56	24	25.0781
6.5	Rtr7	combined	Drop	0	0	0	0
6.5	Rtr8	combined	Drop	4440	4639	2108	2202.67
6.5	Rtr9	combined	Drop	5769	6028	3046	3182.81
6.5	Rtr10	combined	Drop	0	0	0	0
6.5	Rtr11	combined	Drop	0	0	0	0
6.5	Rtr12	combined	Drop	65	68	8	8.35938
6.5	Rtr13	combined	Drop	0	0	0	0
6.5	Rtr14	combined	Drop	342	357	190	198.533
6.5	Rtr15	combined	Drop	0	0	0	0
6.5	Rtr16	combined	Drop	0	0	0	0
6.5	Rtr17	combined	Drop	0	0	0	0
6.5	Rtr18	combined	Drop	3	3	0	0
6.5	Rtr19	combined	Drop	0	0	0	0
6.5	Src1	combined	Drop	0	0	0	0
6.5	Src2	combined	Drop	29	30	17	17.7617
6.5	Src3	combined	Drop	0	0	0	0
6.5	Src4	combined	Drop	0	0	0	0
6.5	Src5	combined	Drop	38	40	21	21.9434
6.5	Dst1	combined	Drop	34845	36410	18099	18911.9
6.5	Dst2	combined	Drop	13708	14324	7211	7534.9
6.5	Dst3	combined	Drop	21281	22237	10949	11440.8
7	Rtr1	combined	Drop	0	0	0	0
7	Rtr2	combined	Drop	23	24	12	12.5391
7	Rtr3	combined	Drop	0	0	0	0
7	Rtr4	combined	Drop	0	0	0	0
7	Rtr5	combined	Drop	0	0	0	0
7	Rtr6	combined	Drop	63	66	33	34.4824
7	Rtr7	combined	Drop	0	0	0	0
7	Rtr8	combined	Drop	4465	4666	2236	2336.44
7	Rtr9	combined	Drop	6558	6853	3378	3529.72
7	Rtr10	combined	Drop	0	0	0	0
7	Rtr11	combined	Drop	0	0	0	0
7	Rtr12	combined	Drop	65	68	33	34.4824
7	Rtr13	combined	Drop	0	0	0	0
7	Rtr14	combined	Drop	210	220	89	92.998
7	Rtr15	combined	Drop	4	5	3	3.13477
7	Rtr16	combined	Drop	0	0	0	0
7	Rtr17	combined	Drop	0	0	0	0
7	Rtr18	combined	Drop	64	67	40	41.7969
7	Rtr19	combined	Drop	0	0	0	0
7	Src1	combined	Drop	0	0	0	0
7	Src2	combined	Drop	5	5	0	0
7	Src3	combined	Drop	0	0	0	0
7	Src4	combined	Drop	0	0	0	0
7	Src5	combined	Drop	7	7	0	0
7	Dst1	combined	Drop	37194	38865	18891	19739.5
7	Dst2	combined	Drop	14333	14977	7245	7570.41
7	Dst3	combined	Drop	21481	22446	10766	11249.5
7.5	Rtr1	combined	Drop	0	0	0	0
7.5	Rtr2	combined	Drop	17	18	8	8.35938
7.5	Rtr3	combined	Drop	0	0	0	0
7.5	Rtr4	combined	Drop	0	0	0	0
7.5	Rtr5	combined	Drop	0	0	0	0
7.5	Rtr6	combined	Drop	20	21	5	5.22461
7.5	Rtr7	combined	Drop	0	0	0	0
7.5	Rtr8	combined	Drop	4817	5034	2453	2563.18
7.5	Rtr9	combined	Drop	7209	7533	3686	3851.56
7.5	Rtr10	combined	Drop	0	0	0	0
7.5	Rtr11	combined	Drop	0	0	0	0
7.5	Rtr12	combined	Drop	48	50	22	22.9883
7.5	Rtr13	combined	Drop	0	0	0	0
7.5	Rtr14	combined	Drop	226	236	115	120.166
7.5	Rtr15	combined	Drop	0	0	0	0
7.5	Rtr16	combined	Drop	0	0	0	0
7.5	Rtr17	combined	Drop	0	0	0	0
7.5	Rtr18	combined	Drop	14	15	1	1.04492
7.5	Rtr19	combined	Drop	0	0	0	0
7.5	Src1	combined	Drop	0	0	0	0
7.5	Src2	combined	Drop	0	0	0	0
7.5	Src3	combined	Drop	0	0	0	0
7.5	Src4	combined	Drop	0	0	0	0
7.5	Src5	combined	Drop	1	1	0	0
7.5	Dst1	combined	Drop	36181	37806	17964	18770.8
7.5	Dst2	combined	Drop	13778	14397	6820	7126.33
7.5	Dst3	combined	Drop	25384	26524	13180	13772
8	Rtr1	combined	Drop	0	0	0	0
8	Rtr2	combined	Drop	13	13	6	6.26953
8	Rtr3	combined	Drop	0	0	0	0
8	Rtr4	combined	Drop	0	0	0	0
8	Rtr5	combined	Drop	0	0	0	0
8	Rtr6	combined	Drop	24	25	13	13.584
8	Rtr7	combined	Drop	0	0	0	0
8	Rtr8	combined	Drop	4854	5072	2432	2541.25
8	Rtr9	combined	Drop	5293	5530	2407	2515.13
8	Rtr10	combined	Drop	0	0	0	0
8	Rtr11	combined	Drop	0	0	0	0
8	Rtr12	combined	Drop	91	95	51	53.291
8	Rtr13	combined	Drop	0	0	0	0
8	Rtr14	combined	Drop	45	47	0	0
8	Rtr15	combined	Drop	0	0	0	0
8	Rtr16	combined	Drop	33	35	21	21.9434
8	Rtr17	combined	Drop	0	0	0	0
8	Rtr18	combined	Drop	38	39	22	22.9883
8	Rtr19	combined	Drop	0	0	0	0
8	Src1	combined	Drop	0	0	0	0
8	Src2	combined	Drop	0	0	0	0
8	Src3	combined	Drop	0	0	0	0
8	Src4	combined	Drop	0	0	0	0
8	Src5	combined	Drop	0	0	0	0
8	Dst1	combined	Drop	32788	34260	15970	16687.3
8	Dst2	combined	Drop	9941	10387	4491	4692.74
8	Dst3	combined	Drop	22985	24018	11193	11695.8
8.5	Rtr1	combined	Drop	0	0	0	0
8.5	Rtr2	combined	Drop	5	5	2	2.08984
8.5	Rtr3	combined	Drop	0	0	0	0
8.5	Rtr4	combined	Drop	0	0	0	0
8.5	Rtr5	combined	Drop	0	0	0	0
8.5	Rtr6	combined	Drop	11	11	4	4.17969
8.5	Rtr7	combined	Drop	0	0	0	0
8.5	Rtr8	combined	Drop	4572	4777	2251	2352.11
8.5	Rtr9	combined	Drop	4876	5095	2386	2493.17
8.5	Rtr10	combined	Drop	0	0	0	0
8.5	Rtr11	combined	Drop	0	0	0	0
8.5	Rtr12	combined	Drop	290	303	170	177.635
8.5	Rtr13	combined	Drop	0	0	0	0
8.5	Rtr14	combined	Drop	164	171	97	101.357
8.5	Rtr15	combined	Drop	0	0	0	0
8.5	Rtr16	combined	Drop	32	33	16	16.7188
8.5	Rtr17	combined	Drop	0	0	0	0
8.5	Rtr18	combined	Drop	124	129	73	76.2783
8.5	Rtr19	combined	Drop	0	0	0	0
8.5	Src1	combined	Drop	0	0	0	0
8.5	Src2	combined	Drop	0	0	0	0
8.5	Src3	combined	Drop	0	0	0	0
8.5	Src4	combined	Drop	0	0	0	0
8.5	Src5	combined	Drop	0	0	0	0
8.5	Dst1	combined	Drop	32829	34303	16420	17157.5
8.5	Dst2	combined	Drop	11394	11906
